orden_base;orden_pagina;orden_en_pagina;tipo_registro;id_registro;id_padre;seccion;pagina;Marca;ruta_relativa;area_principal;subarea_1;subarea_2;nombre_recurso;grupo_modal;tipo_activo;formatos_disponibles;cantidad_formatos;descripcion_clara;tiene_descargas;cantidad_items_descargables_pagina;cantidad_opciones_descarga_pagina;notas;redundancia_detectada;detalle_redundancia;palabras_clave;texto_indexacion
171;13;19;descargable;D-013-019;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Imágenes;;;cvmp chica rulos;imagen;Imagen;jpg;1;Audiovisuales | Imágenes | Recurso: cvmp chica rulos | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Imágenes: Imagen cvmp chica rulos.;Sí;;;;No;;Audiovisuales | Imágenes | cvmp chica rulos | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Imágenes | Nombre del recurso: cvmp chica rulos | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Imágenes: Imagen cvmp chica rulos en formato .jpg.
172;13;20;descargable;D-013-020;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Imágenes;;;cvmp chico cielo;imagen;Imagen;jpg;1;Audiovisuales | Imágenes | Recurso: cvmp chico cielo | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Imágenes: Imagen cvmp chico cielo.;Sí;;;;No;;Audiovisuales | Imágenes | cvmp chico cielo | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Imágenes | Nombre del recurso: cvmp chico cielo | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Imágenes: Imagen cvmp chico cielo en formato .jpg.
173;13;21;descargable;D-013-021;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Imágenes;;;cvmp chico escaleras;imagen;Imagen;jpg;1;Audiovisuales | Imágenes | Recurso: cvmp chico escaleras | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Imágenes: Imagen cvmp chico escaleras.;Sí;;;;No;;Audiovisuales | Imágenes | cvmp chico escaleras | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Imágenes | Nombre del recurso: cvmp chico escaleras | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Imágenes: Imagen cvmp chico escaleras en formato .jpg.
174;13;22;descargable;D-013-022;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Imágenes;;;cvmp papa hijo;imagen;Imagen;jpg;1;Audiovisuales | Imágenes | Recurso: cvmp papa hijo | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Imágenes: Imagen cvmp papa hijo.;Sí;;;;No;;Audiovisuales | Imágenes | cvmp papa hijo | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Imágenes | Nombre del recurso: cvmp papa hijo | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Imágenes: Imagen cvmp papa hijo en formato .jpg.
175;13;23;descargable;D-013-023;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Imágenes;;;header linkedin 1;imagen;Imagen;jpg;1;Audiovisuales | Imágenes | Recurso: header linkedin 1 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Imágenes: Imagen header linkedin 1.;Sí;;;;Sí;Se detectó duplicado exacto en la fuente original (mismo recurso y mismo formato repetido).;Audiovisuales | Imágenes | header linkedin 1 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Imágenes | Nombre del recurso: header linkedin 1 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Imágenes: Imagen header linkedin 1 en formato .jpg.
176;13;24;descargable;D-013-024;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Imágenes;;;papa hijo;imagen;Imagen;jpg;1;Audiovisuales | Imágenes | Recurso: papa hijo | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Imágenes: Imagen papa hijo.;Sí;;;;No;;Audiovisuales | Imágenes | papa hijo | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Imágenes | Nombre del recurso: papa hijo | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Imágenes: Imagen papa hijo en formato .jpg.
177;13;25;descargable;D-013-025;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;cada vez mas personal 1;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: cada vez mas personal 1 | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video cada vez mas personal 1.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | cada vez mas personal 1 | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: cada vez mas personal 1 | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video cada vez mas personal 1 en formato .mp4.
178;13;26;descargable;D-013-026;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;cada vez mas personal 2;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: cada vez mas personal 2 | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video cada vez mas personal 2.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | cada vez mas personal 2 | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: cada vez mas personal 2 | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video cada vez mas personal 2 en formato .mp4.
179;13;27;descargable;D-013-027;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;cada vez mas personal 3;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: cada vez mas personal 3 | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video cada vez mas personal 3.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | cada vez mas personal 3 | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: cada vez mas personal 3 | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video cada vez mas personal 3 en formato .mp4.
180;13;28;descargable;D-013-028;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;cada vez mas personal 4;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: cada vez mas personal 4 | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video cada vez mas personal 4.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | cada vez mas personal 4 | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: cada vez mas personal 4 | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video cada vez mas personal 4 en formato .mp4.
181;13;29;descargable;D-013-029;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;movil roaming;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: movil roaming | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video movil roaming.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | movil roaming | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: movil roaming | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video movil roaming en formato .mp4.
182;13;30;descargable;D-013-030;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;personal ecosistema;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: personal ecosistema | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video personal ecosistema.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | personal ecosistema | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: personal ecosistema | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video personal ecosistema en formato .mp4.
183;13;31;descargable;D-013-031;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;personal fibra abuela online;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: personal fibra abuela online | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video personal fibra abuela online.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | personal fibra abuela online | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: personal fibra abuela online | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video personal fibra abuela online en formato .mp4.
184;13;32;descargable;D-013-032;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;personal fibra chistes malos;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: personal fibra chistes malos | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video personal fibra chistes malos.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | personal fibra chistes malos | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: personal fibra chistes malos | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video personal fibra chistes malos en formato .mp4.
185;13;33;descargable;D-013-033;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;personal fibra hincha;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: personal fibra hincha | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video personal fibra hincha.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | personal fibra hincha | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: personal fibra hincha | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video personal fibra hincha en formato .mp4.
186;13;34;descargable;D-013-034;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;personal fibra tecnico;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: personal fibra tecnico | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video personal fibra tecnico.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | personal fibra tecnico | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: personal fibra tecnico | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video personal fibra tecnico en formato .mp4.
187;13;35;descargable;D-013-035;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;personal flowplus;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: personal flowplus | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video personal flowplus.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | personal flowplus | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: personal flowplus | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video personal flowplus en formato .mp4.
188;13;36;descargable;D-013-036;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Medios;;personal pymes;video;Video;mp4;1;Audiovisuales | Publicidad > Medios | Recurso: personal pymes | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Publicidad > Medios: Archivo de video personal pymes.;Sí;;;;No;;Audiovisuales | Publicidad | Medios | personal pymes | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Medios | Nombre del recurso: personal pymes | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Publicidad > Medios: Archivo de video personal pymes en formato .mp4.
189;13;37;descargable;D-013-037;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 1 1 10;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 1 1 10 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 1 1 10.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 1 1 10 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 1 1 10 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 1 1 10 en formato .jpg.
190;13;38;descargable;D-013-038;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 1 1 5;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 1 1 5 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 1 1 5.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 1 1 5 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 1 1 5 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 1 1 5 en formato .jpg.
191;13;39;descargable;D-013-039;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 1 1 6;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 1 1 6 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 1 1 6.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 1 1 6 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 1 1 6 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 1 1 6 en formato .jpg.
192;13;40;descargable;D-013-040;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 1 1 8;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 1 1 8 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 1 1 8.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 1 1 8 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 1 1 8 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 1 1 8 en formato .jpg.
193;13;41;descargable;D-013-041;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 1 1 9;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 1 1 9 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 1 1 9.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 1 1 9 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 1 1 9 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 1 1 9 en formato .jpg.
194;13;42;descargable;D-013-042;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 128 67 1;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 128 67 1 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 128 67 1.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 128 67 1 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 128 67 1 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 128 67 1 en formato .jpg.
195;13;43;descargable;D-013-043;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 128 67 2;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 128 67 2 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 128 67 2.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 128 67 2 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 128 67 2 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 128 67 2 en formato .jpg.
196;13;44;descargable;D-013-044;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 128 67 3;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 128 67 3 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 128 67 3.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 128 67 3 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 128 67 3 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 128 67 3 en formato .jpg.
197;13;45;descargable;D-013-045;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 128 67 4;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 128 67 4 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 128 67 4.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 128 67 4 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 128 67 4 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 128 67 4 en formato .jpg.
198;13;46;descargable;D-013-046;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 128 67 5;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 128 67 5 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 128 67 5.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 128 67 5 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 128 67 5 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 128 67 5 en formato .jpg.
199;13;47;descargable;D-013-047;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 128 67 6;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 128 67 6 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 128 67 6.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 128 67 6 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 128 67 6 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 128 67 6 en formato .jpg.
200;13;48;descargable;D-013-048;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 16 9 4;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 16 9 4 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 16 9 4.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 16 9 4 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 16 9 4 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 16 9 4 en formato .jpg.
201;13;49;descargable;D-013-049;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 16 9 6;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 16 9 6 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 16 9 6.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 16 9 6 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 16 9 6 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 16 9 6 en formato .jpg.
202;13;50;descargable;D-013-050;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Publicidad;Vía pública;;cada vez mas personal 16 9 7;imagen;Imagen;jpg;1;Audiovisuales | Publicidad > Vía pública | Recurso: cada vez mas personal 16 9 7 | Modal / grupo: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Detalle: Publicidad > Vía pública: Imagen cada vez mas personal 16 9 7.;Sí;;;;No;;Audiovisuales | Publicidad | Vía pública | cada vez mas personal 16 9 7 | imagen | Imagen | jpg | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Publicidad | Subárea 1: Vía pública | Nombre del recurso: cada vez mas personal 16 9 7 | Grupo modal: imagen | Tipo de activo: Imagen | Formatos disponibles: jpg | Publicidad > Vía pública: Imagen cada vez mas personal 16 9 7 en formato .jpg.
